"","ref_gene_name","gene_id","Gene...Description","Gene...Transcripts...Length"
"3093","LOC105670375","gene5006","octopamine receptor 1",2144.25
"3097","LOC105670379","gene5008","uncharacterized LOC105670379",7304
"11882","LOC105679163","gene13031","nucleoporin GLE1",2416
"11884","LOC105679165","gene13033","1-acylglycerophosphocholine O-acyltransferase 1",2945.66666666667
"11700","LOC105678981","gene12784","myc box-dependent-interacting protein 1",1585
"11702","LOC105678983","gene12786","",743
"11672","LOC105678953","gene12781","uridine phosphorylase 1",4475.75
"11675","LOC105678956","gene12782","uncharacterized LOC105678956",2224
"11674","LOC105678955","gene12783","guanine nucleotide-binding protein G(q) subunit alpha",2100.8
"4057","LOC105671339","gene6029","uncharacterized LOC105671339",4129
"11465","LOC105678746","gene12560","chloride channel protein 2",5319
"4693","LOC105671975","gene6477","mediator of RNA polymerase II transcription subunit 19",1608
"12317","LOC105679598","gene1653","ferredoxin-fold anticodon-binding domain-containing protein 1-like",1150
"12314","LOC105679595","gene1655","alanine--tRNA ligase, cytoplasmic",3629.2
"12325","LOC105679606","gene1657","WASH complex subunit strumpellin",3920
"12327","LOC105679608","gene1659","male-specific lethal 3 homolog",1963.66666666667
"1717","LOC105668999","gene3724","uncharacterized LOC105668999",785
"1716","LOC105668998","gene3723","Kv channel-interacting protein 1",1757
"1719","LOC105669001","gene3721","zinc finger and BTB domain-containing protein 18",2027.4
"1712","LOC105668994","gene3720","uncharacterized LOC105668994",2935
"1038","LOC105668320","gene327","active breakpoint cluster region-related protein",7451.5
"13080","Trnaw-cca","gene326","tRNA-Trp",72
"7306","LOC105674588","gene8713","chromodomain-helicase-DNA-binding protein Mi-2 homolog",7550.5
"1530","LOC105668812","gene381","activin receptor type-1",3872
"1322","LOC105668604","gene3369","uncharacterized LOC105668604",1103
"1320","LOC105668602","gene3368","protein toll-like",3682
"7077","LOC105674359","gene8711","FAS-associated factor 2",1758
"3955","LOC105671237","gene5800","uncharacterized LOC105671237",9547
"5090","LOC105672372","gene6850","mediator of RNA polymerase II transcription subunit 1",11055
"5367","LOC105672649","gene6856","uncharacterized LOC105672649",5700
"5360","LOC105672642","gene6857","uncharacterized protein PF11_0213-like",7503
"5269","LOC105672551","gene6858","complexin",4056.66666666667
"7331","LOC105674613","gene8714","mitochondrial import inner membrane translocase subunit TIM44",2528
"3486","LOC105670768","gene5391","cAMP-dependent protein kinase catalytic subunit",10021
"3505","LOC105670787","gene5394","ceramide phosphoethanolamine synthase",3140
"4079","LOC105671361","gene5806","two pore potassium channel protein sup-9",2820
"3501","LOC105670783","gene5397","coronin-7",3699.2
"3541","LOC105670823","gene5398","uncharacterized LOC105670823",3351
"3542","LOC105670824","gene5399","uncharacterized LOC105670824",2526.5
"6961","LOC105674243","gene8511","AP-2 complex subunit alpha",5743
"6949","LOC105674231","gene8519","neurotactin",5092
"9619","LOC105676900","gene10928","SUN domain-containing ossification factor",4959.5
"9622","LOC105676903","gene10924","ATPase family AAA domain-containing protein 5",3560.5
"9152","LOC105676433","gene10692","hormone-sensitive lipase",3129
"3017","LOC105670299","gene4927","zinc finger protein 853-like",2122.5
"6262","LOC105673544","gene7890","huntingtin-interacting protein 1",5012
"6261","LOC105673543","gene7892","protein polybromo-1",5675.33333333333
"2907","LOC105670189","gene4803","uncharacterized LOC105670189",903
"7410","LOC105674691","gene8931","",1268.5
"2837","LOC105670119","gene517","uncharacterized LOC105670119",2033
"8728","LOC105676009","gene10075","uncharacterized LOC105676009",1161.66666666667
"8707","LOC105675988","gene10079","ralBP1-associated Eps domain-containing protein 2",4377
"8287","LOC105675568","gene9642","aminopeptidase N-like",2829
"7935","LOC105675216","gene9398","uncharacterized LOC105675216",1598.66666666667
"8233","LOC105675514","gene9649","eukaryotic peptide chain release factor subunit 1",2204.5
"1472","LOC105668754","gene389","laminin subunit alpha-1-like",7480
"8173","LOC105675454","gene1004","uncharacterized LOC105675454",2700.5
"8162","LOC105675443","gene1000","calcium-dependent secretion activator",5348
"8167","LOC105675448","gene1001","beta-1,3-galactosyltransferase 5-like",2842
"8197","LOC105675478","gene1002","uncharacterized LOC105675478",1892
"11005","LOC105678286","gene12128","protein YIPF6",1773
"7637","LOC105674918","gene9029","cysteine-rich venom protein-like",1765.33333333333
"7639","LOC105674920","gene9024","OTU domain-containing protein 6B",1545
"3143","LOC105670425","gene5036","uncharacterized protein DDB_G0286299-like",4810.75
"6252","LOC105673534","gene7825","alpha-glucosidase-like",2439
"11942","LOC105679223","gene12990","uncharacterized LOC105679223",1010
"6735","LOC105674017","gene8161","violet-sensitive opsin",2535
"1473","LOC105668755","gene3532","uncharacterized LOC105668755",4461.5
"4116","LOC105671398","gene5941","myb-like protein I",3459
"7915","LOC105675196","gene9311","tyramine receptor 1",5700
"453","LOC105667735","gene2620","LIM domain only protein 7",6261
"425","LOC105667707","gene2623","uncharacterized LOC105667707",6493
"443","LOC105667725","gene2625","palmitoyltransferase ZDHHC3",1784
"570","LOC105667852","gene2626","vigilin",6454.5
"12606","LOC105679887","gene21","fatty acid synthase-like",1598
"11069","LOC105678350","gene12223","RNA-binding protein MEX3B",6734
"11031","LOC105678312","gene12220","protein groucho-1-like",5097.5
"1355","LOC105668637","gene3399","GATA zinc finger domain-containing protein 21",5537
"1352","LOC105668634","gene3397","uncharacterized LOC105668634",5066
"1353","LOC105668635","gene3392","putative epidermal cell surface receptor",5635
"548","LOC105667830","gene2674","glutamic acid-rich protein-like",1823
"9846","LOC105677127","gene11134","uncharacterized LOC105677127",5711
"2782","LOC105670064","gene4704","far upstream element-binding protein 1-like",2398.5
"2784","LOC105670066","gene4707","uncharacterized LOC105670066",4840
"2721","LOC105670003","gene4700","uncharacterized LOC105670003",2402
"2724","LOC105670006","gene4701","ATPase family AAA domain-containing protein 2-like",5069
"2775","LOC105670057","gene4708","protein kinase C and casein kinase substrate in neurons protein 1",2640.5
"7726","LOC105675007","gene9211","UBX domain-containing protein 7",1614
"4130","LOC105671412","gene5881","band 7 protein AGAP004871",3963.2
"12042","LOC105679323","gene1398","uncharacterized LOC105679323",3588.33333333333
"12036","LOC105679317","gene1395","insulin receptor substrate 1",5673
"1934","LOC105669216","gene3909","protein transport protein Sec24C",3900
"10598","LOC105677879","gene11824","zinc finger BED domain-containing protein RICESLEEPER 2-like",1083
"6125","LOC105673407","gene837","probable RNA-binding protein 19",3490
"1935","LOC105669217","gene3908","uncharacterized LOC105669217",2547.5
"10592","LOC105677873","gene11821","uncharacterized protein K02A2.6-like",2394
"1875","LOC105669157","gene3894","tachykinin-like peptides receptor 86C",2555
"1916","LOC105669198","gene3897","nucleolar protein 9",2321
"1981","LOC105669263","gene3893","gastrin-releasing peptide receptor-like",1837
"1887","LOC105669169","gene3899","ubiquitin-conjugating enzyme E2 C",1517
"1915","LOC105669197","gene3898","protein CBFA2T1",6079
"8864","LOC105676145","gene10268","vascular endothelial growth factor receptor kdr-like",5102
"8863","LOC105676144","gene10267","vascular endothelial growth factor receptor kdr-like",5523.5
"8861","LOC105676142","gene10266","vascular endothelial growth factor receptor kdr-like",4935
"8915","LOC105676196","gene10262","LETM1 and EF-hand domain-containing protein anon-60Da, mitochondrial",2929
"11295","LOC105678576","gene12428","homeobox protein PKNOX2-like",2488.25
"4888","LOC105672170","gene6625","uncharacterized LOC105672170",5544.5
"4891","LOC105672173","gene6627","excitatory amino acid transporter",4265
"4887","LOC105672169","gene6626","uncharacterized LOC105672169",8059
"4822","LOC105672104","gene6621","uncharacterized LOC105672104",1127
"4820","LOC105672102","gene6620","protein turtle",8874
"4890","LOC105672172","gene6623","polyphosphoinositide phosphatase",3275
"12062","LOC105679343","gene142","rab GTPase-activating protein 1-like",6209.85714285714
"4183","LOC105671465","gene5904","integrator complex subunit 2",3684
"7403","LOC105674684","gene8701","visual system homeobox 2-like",3990.33333333333
"7328","LOC105674610","gene8702","centrosomal protein of 164 kDa",5108
"7312","LOC105674594","gene8705","probable cytochrome P450 12a5, mitochondrial",2063
"6590","LOC105673872","gene8257","protein FAM46C-like",1929.33333333333
"6589","LOC105673871","gene8254","transcription factor AP-2-epsilon",2885.42857142857
"6591","LOC105673873","gene8255","KH domain-containing, RNA-binding, signal transduction-associated protein 3-like",1419
"3125","LOC105670407","gene4950","zinc finger MYM-type protein 6",4029
"3107","LOC105670389","gene4955","RNA-binding protein cabeza-like",1845
"3121","LOC105670403","gene4954","S-adenosylmethionine synthase",2284
"8820","LOC105676101","gene10191","zinc finger protein ubi-d4 A-like",1863
"9097","LOC105676378","gene10489","palmitoyltransferase ZDHHC3",2524
"1977","LOC105669259","gene3905","serine/threonine-protein kinase SIK3-like",3520
"9237","LOC105676518","gene10483","alcohol dehydrogenase [NADP( )] A-like",1274
"9155","LOC105676436","gene10484","eukaryotic translation initiation factor 2-alpha kinase 4",5235
"9156","LOC105676437","gene10486","uncharacterized LOC105676437",5501.5
"12509","LOC105679790","gene181","carnitine O-palmitoyltransferase 1, liver isoform",3385.5
"12623","LOC105679904","gene189","fatty acid synthase-like",3704
"11855","LOC105679136","gene13011","SH3 domain-containing protein 19",1541
"11935","LOC105679216","gene13017","mitogen-activated protein kinase kinase kinase kinase 5",3583.09090909091
"11865","LOC105679146","gene13015","tribbles homolog 2",2107
"11901","LOC105679182","gene13018","uncharacterized LOC105679182",6004
"8900","LOC105676181","gene10199","symplekin",3596
"11687","LOC105678968","gene12762","nuclear distribution protein nudE-like 1-A",2465.5
"11680","LOC105678961","gene12767","uncharacterized LOC105678961",4727.33333333333
"11682","LOC105678963","gene12765","RING finger protein unkempt homolog",2344.28571428571
"11683","LOC105678964","gene12768","diphthine methyltransferase",1571
"4210","LOC105671492","gene5757","transmembrane GTPase Marf",2806
"8031","LOC105675312","gene983","sorting nexin-13-like",3956
"7928","LOC105675209","gene981","ubiquitin-like modifier-activating enzyme atg7",2982
"7854","LOC105675135","gene984","alkaline phosphatase-like",3096
"11343","LOC105678624","gene12506","zinc finger protein on ecdysone puffs",2940
"6177","LOC105673459","gene7799","uncharacterized LOC105673459",6166.83333333333
"11344","LOC105678625","gene12508","sphingomyelin phosphodiesterase",2839.6
"265","LOC105667547","gene2421","uncharacterized LOC105667547",4221
"12300","LOC105679581","gene1637","long-chain-fatty-acid--CoA ligase 4",3789.75
"12321","LOC105679602","gene1636","uncharacterized LOC105679602",5166
"12319","LOC105679600","gene1635","uncharacterized LOC105679600",5748.66666666667
"12301","LOC105679582","gene1632","inaD-like protein",9343.5
"12302","LOC105679583","gene1631","uncharacterized LOC105679583",4986
"12304","LOC105679585","gene1639","sodium channel protein para",10223.95
"5804","LOC105673086","gene7535","uncharacterized LOC105673086",833
"231","LOC105667513","gene2397","zinc finger and BTB domain-containing protein 49-like",3578.6
"1056","LOC105668338","gene3257","uncharacterized LOC105668338",2028
"1057","LOC105668339","gene3256","PCTP-like protein",2547
"2628","LOC105669910","gene4575","echinoderm microtubule-associated protein-like 2",3586.77777777778
"2619","LOC105669901","gene4572","protein TIS11",1701
"275","LOC105667557","gene2429","aspartate aminotransferase, mitochondrial",1693
"5482","LOC105672764","gene7148","uncharacterized LOC105672764",998
"7166","LOC105674448","gene8780","calcium-transporting ATPase type 2C member 1",3337.33333333333
"6628","LOC105673910","gene814","uncharacterized LOC105673910",3745.5
"1394","LOC105668676","gene3557","syntaxin-binding protein 5",6772
"5655","LOC105672937","gene764","uncharacterized LOC105672937",1126
"7171","LOC105674453","gene8785","uncharacterized LOC105674453",1117
"5432","LOC105672714","gene760","gastrula zinc finger protein xFG20-1-like",2921
"5710","LOC105672992","gene7378","uncharacterized protein KIAA0556-like",2815
"5719","LOC105673001","gene7373","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1",4907
"5700","LOC105672982","gene7376","chromosome-associated kinesin KIF4",3350
"6153","LOC105673435","gene834","uncharacterized protein C19orf47",2246
"4661","LOC105671943","gene6361","uncharacterized LOC105671943",2886.83333333333
"4659","LOC105671941","gene6362","intraflagellar transport protein 88 homolog",6867
"4635","LOC105671917","gene6364","talin-1",11178
"4612","LOC105671894","gene6366","aminopeptidase N",3769.11111111111
"3977","LOC105671259","gene5828","probable cationic amino acid transporter",3658
"3782","LOC105671064","gene5621","synaptic vesicle glycoprotein 2B",2448
"3776","LOC105671058","gene5623","bcl-2-like protein 1",1800
"3779","LOC105671061","gene5624","protein ariadne-1",3803.5
"3778","LOC105671060","gene5626","uncharacterized LOC105671060",5299.4
"3781","LOC105671063","gene5627","ubiquitin-conjugating enzyme E2 Q2",2094
"3865","LOC105671147","gene5629","dopamine receptor 2",3062
"12670","LOC105679951","gene2014","microtubule-associated protein RP/EB family member 1-like",2642
"3354","LOC105670636","gene5244","nuclear fragile X mental retardation-interacting protein 1",2465
"3353","LOC105670635","gene5245","N-acetyltransferase 10",3223
"6483","LOC105673765","gene8061","transcription factor Sox-19b-like",3114.33333333333
"6115","LOC105673397","gene7703","nuclear pore complex protein Nup50",2657
"6098","LOC105673380","gene7702","protein dispatched-like",5362
"6114","LOC105673396","gene7704","protein lin-9 homolog",2516
"6518","LOC105673800","gene8067","transcription initiation factor TFIID subunit 6",2120.5
"9748","LOC105677029","gene11058","probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase",1749
"10148","LOC105677429","gene11509","zinc finger CCHC domain-containing protein 8 homolog",3316
"9106","LOC105676387","gene10675","myosin heavy chain, non-muscle",6842
"9217","LOC105676498","gene10679","breast cancer anti-estrogen resistance protein 1",5869
"9593","LOC105676874","gene10909","uncharacterized LOC105676874",1777
